,Company_Brand,Founded,HeadQuarter,What_it_does,Investor,Amount,Stage,Year,Num_of_Investors,Num_of_Founders,Sector,Currency,new_amount
583,Piggy Ride,2019.0,Bangalore,"Offers parents and kids, a platform to browse and book extracurricular interest-based activities","JAFCO Asia, Artha Venture Fund",1862000.0,Series D,2020,2,1,Technology,Not Specified,1862000.0
584,Chai Waale,2018.0,Chennai,Tea Brand,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar",232000.0,Series A,2020,6,1,Other,Not Specified,232000.0
585,NOTO,2019.0,Mumbai,A brand that makes healthy icecream,WEH Ventures,nan,Series E,2020,1,2,Consumables,Not Specified,25472041.55527319
586,Cuemath,2013.0,Bangalore,It helps students to learn math online,Trifecta Capital,2888000.0,Series B,2020,1,1,Education,Not Specified,2888000.0
587,Cars24,2015.0,Gurugram,Online platform for selling used cars,Vivriti Capital,1328000.0,Series B,2020,1,1,Automotive,Not Specified,1328000.0
588,JetSynthesys,2012.0,Pune,Digital entertainment and technology company,"Adar Poonawalla, Kris Gopalakrishnan",40000000.0,Angel,2020,2,1,Other,Not Specified,40000000.0
589,Earth Energy EV,2017.0,Mumbai,Electric vehicles startup,LR Joshi,nan,Pre-Seed,2020,1,1,Automotive,Not Specified,25472041.55527319
590,Green Cure,2015.0,Delhi,It sells herbal OTC products,Venture Catalysts,nan,Pre-Seed,2020,1,2,Wellness/Beauty,Not Specified,25472041.55527319
591,Blue Sky Analytics,2018.0,Gurugram,"It is building AI-powered infrastructure to analyse air quality, pollution etc","Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",1200000.0,Seed,2020,3,2,Technology,Not Specified,1200000.0
592,Edhusk,2017.0,Jaipur,Provieds personalised learning to students by leveraging technology-driven models,Mumbai Angel Network,nan,Series E,2020,1,3,Education,Not Specified,25472041.55527319
593,Decentro,2020.0,Bangalore,Automated API-based platform that enables financial integrations.,Y Combinator,15500000.0,Series A,2020,1,1,FinTech,Not Specified,15500000.0
594,Zolostays,2015.0,Bangalore,It offers affordable housing apartments to young professionals and students,"Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",56000000.0,Series C,2020,4,3,Real Estate,Not Specified,56000000.0
595,Frontier Markets,2011.0,Jaipur,Women entreprenuers sells products and services to rural India,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",2250000.0,Angel,2020,5,1,E-Commerce,Not Specified,2250000.0
596,Brainwired,2018.0,Kerala,India’s first livestock health monitoring company,"Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",nan,Seed,2020,3,2,Technology,Not Specified,25472041.55527319
597,Aye Finance,2014.0,Gurugram,A finance lender to SMEs,Invest in Vision,16753000.0,Series E,2020,1,2,FinTech,Not Specified,16753000.0
598,Paper Boat,2013.0,Gurugram,Ecommerce platform for beverages and snacks,"Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",3700000.0,Series A,2020,4,4,Consumables,Not Specified,3700000.0
599,Ken42,2019.0,Bangalore,A platform that caters to evolving needs of institutions,Turbostart,1470000.0,Series A,2020,1,1,Education,Not Specified,1470000.0
600,Forbidden Foods,2019.0,Delhi,Packaged snacks company,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram",1000000.0,Angel,2020,5,1,Consumables,Not Specified,1000000.0
601,Universal Sportsbiz,2012.0,Bangalore,Indian fashion industry with on-trend products,NB Ventures,530000.0,Series E,2020,1,1,Lifestyle,Not Specified,530000.0
602,Gobbly,2019.0,Gurugram,A contactless retail store filled with fruits and veggies,Sauce vc,500000.0,Series B,2020,1,1,Consumer Services,Not Specified,500000.0
603,Aerostrovilos,2019.0,Chennai,Manufactures micro gas turbines for power-based application,Mumbai Angels Network,nan,Series E,2020,1,2,Automotive,Not Specified,25472041.55527319
604,Mitron,2019.0,Bangalore,Short Video and Social Platform,"3One4 Capital, LetsVenture",267000.0,Angel,2020,2,2,Media/Entertainment,Not Specified,267000.0
605,Bulk MRO,2015.0,Mumbai,A full stack B2B platform for industrial supplies,Stride Ventures,3344000.0,Angel,2020,1,2,E-Commerce,Not Specified,3344000.0
606,Inspektlabs,2019.0,Delhi,Focuses on building computer vision products for physical asset inspections,"Better Capital, Titan Capital",600000.0,Corporate Round,2020,2,2,Technology,Not Specified,600000.0
607,Big Bang Boom Solutions,2018.0,Chennai,It developed integrated intellectual properties for defense,Mumbai Angels Network,1000000.0,Series A,2020,1,2,Other,Not Specified,1000000.0
608,Flinto,2013.0,Chennai,It is an educational subscription-box focussed at activity-based learning for the ages 2-12,Lightbox Ventures,7200000.0,Angel,2020,1,3,Education,Not Specified,7200000.0
609,Zetwerk,2018.0,Bangalore,B2B marketplace that connects manufacturing companies for industrial equipements,Greenoaks,21000000.0,Series C,2020,1,3,Marketing,Not Specified,21000000.0
610,ChitMonks,2016.0,Hyderabad,Offers enterprise private platform for chit fund firms,Unicorn India Ventures,650000.0,Venture - Series Unknown,2020,1,1,FinTech,Not Specified,650000.0
611,Walrus,2019.0,Bangalore,It provides banking solutions for teens and young adults,Better Capital,nan,Pre-Seed,2020,1,3,FinTech,Not Specified,25472041.55527319
612,Arth Designbuild,2019.0,Hyderebad,Construction technology and solutions provider,"Startup-O, Eden Ventures",1100000.0,Series C,2020,2,1,Real Estate,Not Specified,1100000.0
613,goDutch,2019.0,Mumbai,Group Payments platform,"Matrix India, Y Combinator, Global Founders Capital, Soma Capital, VentureSouq",1700000.0,Pre-Seed,2020,5,3,FinTech,Not Specified,1700000.0
614,Rusk Media,2019.0,Delhi,It creates video content,"InfoEdge Venture Fund, Sprout Venture Partners",nan,Series D,2020,2,1,Media/Entertainment,Not Specified,25472041.55527319
615,Bold Care,2019.0,Mumbai,Digital platform that offers sexologist consultations for  men,"Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",nan,Angel,2020,7,4,Wellness/Beauty,Not Specified,25472041.55527319
616,Samosa Party,2017.0,Bangalore,Provides quality Indian Snacks,Inflection Point Ventures,nan,Seed,2020,1,1,Consumables,Not Specified,25472041.55527319
617,High Street Essentials,2012.0,Delhi,The parent company of women's fashion brands FabAlley and Indya,"SAIF Partners, India Quotient",2743000.0,Series E,2020,2,2,E-Commerce,Not Specified,2743000.0
618,Byju's,2011.0,Bangalore,Provides online learning classes,BOND,nan,Series C,2020,1,1,Education,Not Specified,25472041.55527319
619,Slice,2016.0,Bangalore,A financial platform for youngsters,Gunosy,6082000.0,Series C,2020,1,1,FinTech,Not Specified,6082000.0
620,Bombay Play,2019.0,Bangalore,It designs and creates online multiplayer games,"Leo capital, Ramakant Sharma",1500000.0,Series E,2020,2,2,Gaming,Not Specified,1500000.0
621,Fullife,2011.0,Mumbai,It sells sports nutrition supplements through a brand called Fast&Up,Amansa Capital,6609000.0,Venture - Series Unknown,2020,1,1,Healthcare,Not Specified,6609000.0
622,Oziva,2016.0,Haryana,Clean Label Active Nutrition Brand,Matrix Partners,5000000.0,Series A,2020,1,2,Agriculture,Not Specified,5000000.0
623,Aye Finance,2014.0,Gurugram,A finance lender to SMEs,"Capital G, Alphabet's Independent growth fund",27700000.0,Series E,2020,2,2,FinTech,Not Specified,27700000.0
624,Aether Biomedical,2016.0,Delhi,"Medical robotics startup, focussed on developing rehabilitation devices",Chiratae Ventures,nan,Series E,2020,1,2,Technology,Not Specified,25472041.55527319
625,91springboard,2012.0,Delhi,It offers collaborative workspace with varied amenities,"Pearl Brook Holdings Ltd, Al Nour International Holdings Co.",5940000.0,Series B,2020,2,4,Other,Not Specified,5940000.0
626,Yulu,2019.0,Chennai,The electric and scooter rental startup,Rocketship,3964000.0,Venture - Series Unknown,2020,1,1,Other,Not Specified,3964000.0
627,Milkbasket,2015.0,Gurugram,Hyperlocal delivery service startup,Inflection Point Ventures,5500000.0,Pre-Seed,2020,1,1,Logistics,Not Specified,5500000.0
628,MergerDomo,2018.0,Noida,Global online corporate deal sourcing and consulting marketplace,"Nadir Godrej, Individual Investors",197000.0,Series E,2020,2,2,Marketing,Not Specified,197000.0
629,GoMechanic,2016.0,Delhi,Find automobile repair and maintenance service providers,Pawan Munjal,nan,Series B,2020,1,4,Other,Not Specified,25472041.55527319
630,Milk Mantra,2009.0,Odisha,Produces Dairy Products,US International Development Finance Corporation,10000000.0,Venture - Series Unknown,2020,1,1,Consumables,Not Specified,10000000.0
631,Myglamm,2015.0,Mumbai,On-demand beauty services provider,"Tano India, L’Occitane, Bessemer",4327000.0,Series D,2020,3,1,Wellness/Beauty,Not Specified,4327000.0
632,Drishti Technologies,2019.0,Bangalore,"AI-based video analytics, data, and insights bring benefits to manufacturers",Sozo Ventures,25000000.0,Series B,2020,1,1,Technology,Not Specified,25000000.0
633,Instasolv,2019.0,Noida,It is a doubt-solving app for students from Class 6 to 12,Undisclosed,2000000.0,Venture - Series Unknown,2020,1,3,Education,Not Specified,2000000.0
634,GoldenPi,2017.0,Bangalore,An online aggregator of bonds and debentures available in the secondary market,Rainmatter Capital,459000.0,Corporate Round,2020,1,2,FinTech,Not Specified,459000.0
635,Peppermint,2020.0,Gurugram,Industrial robotics startup,"Venture Catalysts, Naveen Kshatriya,",nan,Seed,2020,3,3,Technology,Not Specified,25472041.55527319
636,Sarva,2019.0,Mumbai,It drives a cultural change in making yoga-based wellness a part of modern lifestyle,Shikhar Dhawan,nan,Series C,2020,1,1,Wellness/Beauty,Not Specified,25472041.55527319
637,Jai Kisan,2017.0,Mumbai,A platform that caters the need of customers in rural areas,"Arkam Ventures, Nabventures",3937000.0,Pre-Seed,2020,2,2,FinTech,Not Specified,3937000.0
638,Agro2o,2019.0,Delhi,It develops products focused on making hydroponics-based farming,Mumbai Angels Network,nan,Series A,2020,1,1,Technology,Not Specified,25472041.55527319
639,LetsTransport,2015.0,Bangalore,Offers techno logistics solutions,Stride Ventures,1313500.0,Series C,2020,1,3,Technology,Not Specified,1313500.0
640,GabbarDeals,2019.0,Pune,Online-to-Offline platforms for mobile phones & accessories,Venture Catalysts,nan,Series D,2020,1,3,E-Commerce,Not Specified,25472041.55527319
641,Crimson Healthcare,2015.0,Delhi,It innovates cutting edge solutions for various problems in the healthcare system,Mumbai Angels Network,229800.0,Seed,2020,1,2,Technology,Not Specified,229800.0
642,Biomoneta,2019.0,Bangalore,It develops germicidal technologies,"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",nan,Series B,2020,3,1,Other,Not Specified,25472041.55527319
643,Edvizo,2019.0,Bangalore,"Online marketplace to search, compare and enrol in the best institutes for competitive exam preparation",Inflection Point Ventures,150000.0,Series B,2020,1,1,Education,Not Specified,150000.0
644,Servify,2019.0,Mumbai,Operates device management and support platform,"Iron Pillar, Blume Ventures",11370000.0,Series C,2020,2,1,Technology,Not Specified,11370000.0
645,Drum Food,2019.0,Mumbai,It runs yoghurt brand Epigamia,"Danone Manifesto, Mousse Partners",5305000.0,Angel,2020,2,4,Consumables,Not Specified,5305000.0
646,Innoviti,2002.0,Bangalore,Digital payments solutions company,"Entrepreneurial Development Bank, Bessemer Venture Partners",nan,Series C,2020,2,1,Technology,Not Specified,25472041.55527319
647,Jiffy ai,2018.0,Chennai,Enterprise automation startup,Nexus Venture Partners,18000000.0,Series A,2020,1,1,Technology,Not Specified,18000000.0
648,Postman,2014.0,Pune,API development platform startup,Insight Partners,150000000.0,Series C,2020,1,3,Technology,Not Specified,150000000.0
649,F5,2018.0,Pune,It provides opportunities for its partner vendors to upsell and cross-sell their products.,Venture Catalysts,nan,Series E,2020,1,2,Consumer Services,Not Specified,25472041.55527319
650,Waycool,2015.0,Chennai,Food development and distribution services,Induslnd Bank,5500000.0,Series C,2020,1,2,Technology,Not Specified,5500000.0
651,Myelin Foundry,2019.0,Hyderabad,"It builds AI based algorithms on video, voice and sensor",Pratithi,nan,Series D,2020,1,3,Technology,Not Specified,25472041.55527319
652,Ameliorate Biotech,2019.0,Bangalore,"Their products address the needs in Early Stage Diagnostics, Bio-Similars and Nutraceuticals.","PadUp, Villgro USA, Vinners, LetsVenture, SINE IIT Bombay, DERBI",264000.0,Seed,2020,6,2,Healthcare,Not Specified,264000.0
653,Hapramp,2018.0,Gurugram,Startup working on technologies like blockchain and social media,Anand Mahindra,1000000.0,Seed,2020,1,2,Technology,Not Specified,1000000.0
654,MyKaam,2016.0,Bangalore,Online job searching and recruiting platform,"Dr Apoorva Ranjan Sharma, Mrunal Jhaveri, Nirav Panchmatia, Vikas Kapoor, Karan Garg",nan,Series D,2020,5,1,Technology,Not Specified,25472041.55527319
655,HealthPlix,2016.0,Bangalore,It provides clinical software for doctors,"JSW Ventures, Chiratae Ventures, Kalaari Capital",6000000.0,Series B,2020,3,3,Healthcare,Not Specified,6000000.0
656,YoloBus,2019.0,Gurugram,Intercity bus service startup,Nexus Venture Partners,3300000.0,Series A,2020,1,2,Logistics,Not Specified,3300000.0
657,iNurture Education,2019.0,Hyderabad,"It provides a conducive and healthy teaching, learning environment",Kimera Ltd,4000000.0,Seed,2020,1,1,Education,Not Specified,4000000.0
658,Pocket52,2017.0,Bangalore,An online poker playing platform,Gameskraft,1750000.0,Series A,2020,1,1,Gaming,Not Specified,1750000.0
659,QuaQua,2016.0,Hyderabad,Virtual travel guide platform,Anthill Ventures,1000000.0,Angel,2020,1,2,Logistics,Not Specified,1000000.0
660,Crofarm,2016.0,Delhi,Supply chain that supports farmers and provides businesses with freshest produce,Smile group,1000000.0,Series C,2020,1,2,Technology,Not Specified,1000000.0
661,Timios,2019.0,Bangalore,Provides healthy snacks for kids,Rangsons Technologies,nan,Angel,2020,1,1,Consumables,Not Specified,25472041.55527319
662,Wooden Street,2015.0,Jaipur,It enables to order custom furniture online,IAN Fund,3000000.0,Series A,2020,1,4,E-Commerce,Not Specified,3000000.0
663,BankBazaar,2008.0,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,WSV Capital,5967000.0,Series C,2020,1,4,FinTech,Not Specified,5967000.0
664,Rentmojo,2012.0,Bangalore,"Rental platform for furniture, appliances & electronics","Gautam Dalmia, Pratithi Investment Trust, Shri Investment",2980000.0,Pre-Seed,2020,3,1,Logistics,Not Specified,2980000.0
665,Credgencies,2018.0,Delhi,Tech-enabled platform for resolution of non-performing assets,Titan Capital,nan,Seed,2020,1,3,Technology,Not Specified,25472041.55527319
666,Knorish,2019.0,Delhi,All-in-one knowledge commerce SaaS platform,100x VC,323000.0,Series E,2020,1,2,Education,Not Specified,323000.0
667,LetsTransport,2015.0,Bangalore,Offers techno logistics solutions,Black Soil,1326000.0,Series C,2020,1,3,Technology,Not Specified,1326000.0
668,Vahak,2017.0,Chennai,It enables logistic companies to conncet with transporters,"Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",nan,Series C,2020,5,2,Logistics,Not Specified,25472041.55527319
669,Nutrova,2013.0,Mumbai,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",DSG Consumer Partners,nan,Seed,2020,1,1,Agriculture,Not Specified,25472041.55527319
670,Cube Wealth,2018.0,Mumbai,A digital wealth management services,"Beenext, Asuka Holding",500000.0,Pre-Seed,2020,2,3,Technology,Not Specified,500000.0
671,IVF Access,2019.0,Bangalore,It provdes IVF treatments,Vertex Ventures SEA & India,5000000.0,Series A,2020,1,4,Healthcare,Not Specified,5000000.0
672,Hoi Foods,2017.0,Delhi,Quality food solution,Crowd Fund,2000000.0,Series D,2020,1,1,Consumables,Not Specified,2000000.0
673,Ola Financial Services,2019.0,Bangalore,It operates Ola Money,Matrix Partners,27000000.0,Series A,2020,1,1,FinTech,Not Specified,27000000.0
